Order ID,Customer ID,SalesPerson,Order Date,Ship Date,Days to Ship,Order Priority,SKU,Order Quantity,Unit Sell Price,Discount,Sales Amount,Shipping Amount,Ship Mode,Product Container
24580,C497,Bob,6/23/2020,6/24/2020,1,High,SKU748,25,43.98,0.08,1011.54,8.99,Regular Air,Small Pack
24580,C497,Richard,6/23/2020,6/25/2020,2,High,SKU139,14,2.23,0.01,30.91,4.57,Regular Air,Small Pack
11044,C674,John,6/24/2020,6/25/2020,1,Medium,SKU804,3,3.28,0.09,8.95,5,Regular Air,Wrap Bag
12005,C217,John,6/24/2020,6/26/2020,2,Not Specified,SKU900,4,415.88,0.04,1596.98,11.37,Regular Air,Small Box
19718,C784,Bob,6/24/2020,6/29/2020,5,Low,SKU1132,6,13.99,0.03,81.42,7.51,Regular Air,Medium Box
46691,C220,Bob,6/24/2020,6/26/2020,2,Critical,SKU157,47,36.65,0.04,1653.65,22.6,Regular Air,Large Box
19074,C708,Richard,6/25/2020,6/27/2020,2,Critical,SKU258,17,208.16,0.01,3503.33,68.02,Delivery Truck,Jumbo Drum
55494,C534,Richard,6/25/2020,6/27/2020,2,Not Specified,SKU480,4,10.98,0.08,40.41,4.8,Express Air,Small Box
55494,C534,Bob,6/25/2020,6/26/2020,1,Not Specified,SKU831,49,11.97,0.09,533.74,5.81,Regular Air,Small Pack
47620,C145,John,6/26/2020,7/5/2020,9,Low,SKU879,27,10.98,0.04,284.6,3.37,Regular Air,Small Pack
24386,C118,Bob,6/26/2020,6/28/2020,2,High,SKU994,41,100.97,0.03,4015.58,7.18,Regular Air,Small Box
24386,C118,John,6/26/2020,6/28/2020,2,High,SKU1054,12,40.98,0.01,486.84,6.5,Regular Air,Small Box
24386,C118,Richard,6/26/2020,6/27/2020,1,High,SKU513,15,4.13,0,61.95,0.99,Express Air,Small Box
14210,C332,John,6/26/2020,6/28/2020,2,Not Specified,SKU1061,19,33.29,0,632.51,1.99,Regular Air,Small Pack
57025,C290,Richard,6/26/2020,6/28/2020,2,Medium,SKU371,8,8.69,0.03,67.43,2.99,Regular Air,Small Box
16706,C088,Bob,6/27/2020,6/28/2020,1,High,SKU130,47,41.47,0.03,1890.62,34.2,Regular Air,Wrap Bag
16706,C088,John,6/27/2020,6/28/2020,1,High,SKU811,6,2.78,0.01,16.51,1.2,Regular Air,Wrap Bag
16706,C088,Bob,6/27/2020,6/29/2020,2,High,SKU1247,49,155.99,0.07,7108.46,3.9,Express Air,Small Box
46626,C486,John,6/27/2020,7/1/2020,4,Low,SKU037,8,95.98,0.01,760.16,58.2,Delivery Truck,Jumbo Drum
6695,C562,Bob,6/27/2020,6/27/2020,0,Low,SKU379,49,5.81,0.08,261.91,8.49,Express Air,Small Box
43751,C529,Bob,6/27/2020,6/29/2020,2,High,SKU909,43,15.14,0.08,598.94,4.53,Regular Air,Small Box
17508,C660,Richard,6/27/2020,6/29/2020,2,Low,SKU781,50,1.76,0.01,87.12,0.7,Express Air,Wrap Bag
33793,C386,Bob,6/27/2020,6/28/2020,1,Critical,SKU385,17,15.16,0.03,249.99,15.09,Regular Air,Small Box
24743,C733,John,6/28/2020,7/5/2020,7,Low,SKU060,47,216.6,0.06,9569.39,64.2,Delivery Truck,Jumbo Drum
24743,C733,John,6/28/2020,7/3/2020,5,Low,SKU061,26,140.81,0,3661.06,24.49,Regular Air,Large Box
44037,C131,John,6/28/2020,6/30/2020,2,High,SKU162,39,22.23,0.07,806.28,5.08,Regular Air,Small Pack
44037,C131,Richard,6/28/2020,6/30/2020,2,High,SKU1182,38,55.99,0.07,1978.69,1.25,Regular Air,Small Pack
29191,C605,Richard,6/28/2020,6/29/2020,1,Medium,SKU247,26,296.18,0.09,7007.62,54.12,Delivery Truck,Jumbo Box
50466,C756,Richard,6/28/2020,6/30/2020,2,Critical,SKU390,32,223.98,0.05,6808.99,15.01,Express Air,Small Box
26272,C129,John,6/29/2020,7/8/2020,9,Low,SKU061,6,140.81,0.04,811.07,24.49,Express Air,Large Box
4416,C266,Bob,6/29/2020,7/3/2020,4,Low,SKU388,46,165.98,0.1,6871.57,19.99,Regular Air,Small Box
48067,C363,Bob,6/29/2020,7/1/2020,2,Low,SKU1145,31,125.99,0.05,3710.41,3,Express Air,Small Box
48067,C363,John,6/29/2020,6/29/2020,0,Low,SKU1246,24,195.99,0,4703.76,8.99,Express Air,Small Box
17414,C429,Bob,6/29/2020,7/1/2020,2,High,SKU1059,39,99.99,0.07,3626.64,19.99,Regular Air,Small Box
17414,C429,John,6/29/2020,7/1/2020,2,High,SKU612,32,11.34,0.1,326.59,5.01,Regular Air,Small Box
52324,C321,John,6/29/2020,6/30/2020,1,Not Specified,SKU071,4,180.98,0.07,673.25,30,Delivery Truck,Jumbo Drum
28387,C514,John,6/29/2020,6/30/2020,1,Not Specified,SKU470,37,83.93,0.03,3012.25,19.99,Regular Air,Small Box
28387,C514,Richard,6/29/2020,6/30/2020,1,Not Specified,SKU649,13,22.84,0.06,279.1,5.47,Regular Air,Small Box
23685,C187,John,6/29/2020,6/30/2020,1,Not Specified,SKU1228,46,205.99,0.08,8717.5,5,Regular Air,Small Box
46912,C403,John,6/30/2020,6/30/2020,0,Low,SKU095,5,54.74,0,273.7,14.83,Regular Air,Small Box
17826,C535,Richard,6/30/2020,7/1/2020,1,High,SKU346,18,3.89,0.04,67.22,7.01,Regular Air,Small Box
40801,C680,Richard,7/1/2020,7/1/2020,0,Not Specified,SKU623,20,6.48,0.07,120.53,6.22,Regular Air,Small Box
55526,C320,Richard,7/2/2020,7/3/2020,1,High,SKU558,23,18.97,0.02,427.58,9.03,Regular Air,Small Box
55938,C498,John,7/2/2020,7/3/2020,1,Not Specified,SKU947,18,95.99,0.05,1641.43,35,Express Air,Large Box
4103,C223,Richard,7/2/2020,7/6/2020,4,Low,SKU750,3,11.66,0.07,32.53,8.99,Regular Air,Small Pack
55938,C498,John,7/2/2020,7/3/2020,1,Not Specified,SKU656,42,19.98,0.08,772.03,5.97,Express Air,Small Box
4096,C090,Bob,7/2/2020,7/3/2020,1,Not Specified,SKU526,21,6.3,0.04,127.01,0.5,Regular Air,Small Box
37313,C473,John,7/2/2020,7/3/2020,1,Not Specified,SKU206,44,70.71,0,3111.24,37.58,Regular Air,Wrap Bag
37313,C473,John,7/2/2020,7/4/2020,2,Not Specified,SKU1256,17,65.99,0.07,1043.3,8.99,Express Air,Small Box
23297,C005,Bob,7/2/2020,7/4/2020,2,Critical,SKU260,20,25.98,0.06,488.42,5.37,Regular Air,Medium Box
23297,C005,John,7/2/2020,7/4/2020,2,Critical,SKU902,34,155.06,0.05,5008.44,7.07,Regular Air,Small Box
50914,C129,Richard,7/3/2020,7/3/2020,0,Critical,SKU1176,49,195.99,0.03,9315.4,8.99,Regular Air,Small Box
21509,C225,Bob,7/3/2020,7/5/2020,2,High,SKU511,13,3.69,0.04,46.05,0.5,Regular Air,Small Box
43555,C727,Bob,7/3/2020,7/5/2020,2,Medium,SKU843,34,1.26,0,42.84,0.7,Regular Air,Wrap Bag
29761,C444,John,7/3/2020,7/4/2020,1,Medium,SKU1179,48,35.99,0.06,1623.87,1.25,Regular Air,Small Pack
29761,C444,Richard,7/3/2020,7/6/2020,3,Medium,SKU260,42,25.98,0.02,1069.34,5.37,Regular Air,Medium Box
29761,C444,Bob,7/3/2020,7/5/2020,2,Medium,SKU132,19,6.24,0.03,115,5.22,Regular Air,Small Box
46726,C522,Bob,7/5/2020,7/5/2020,0,Not Specified,SKU866,46,6.84,0.02,308.35,8.37,Regular Air,Small Pack
46726,C522,Bob,7/5/2020,7/7/2020,2,Not Specified,SKU436,10,4.55,0.02,44.59,1.49,Regular Air,Small Box
51747,C324,Bob,7/5/2020,7/6/2020,1,Medium,SKU531,3,3.69,0.02,10.85,0.5,Regular Air,Small Box
4741,C054,Richard,7/6/2020,7/7/2020,1,Not Specified,SKU146,40,8.75,0.09,318.5,8.54,Regular Air,Small Pack
32835,C405,Bob,7/7/2020,7/9/2020,2,Medium,SKU1220,15,45.99,0.05,655.36,4.99,Regular Air,Small Box
30436,C206,John,7/7/2020,7/12/2020,5,Low,SKU346,30,3.89,0.09,106.2,7.01,Express Air,Small Box
41120,C199,Bob,7/7/2020,7/9/2020,2,Low,SKU080,35,26.64,0.09,848.48,5.3,Regular Air,Medium Box
41120,C199,John,7/7/2020,7/9/2020,2,Low,SKU110,13,3.08,0.02,39.24,0.99,Regular Air,Medium Box
48577,C657,Richard,7/8/2020,7/10/2020,2,Medium,SKU629,6,30.98,0.02,182.16,5.09,Regular Air,Small Box
13923,C248,Bob,7/8/2020,7/10/2020,2,High,SKU310,39,4.48,0.04,167.73,49,Regular Air,Large Box
13923,C248,John,7/8/2020,7/9/2020,1,High,SKU677,49,22.84,0,1119.16,11.54,Regular Air,Small Box
13923,C248,Bob,7/8/2020,7/10/2020,2,High,SKU964,27,225.02,0.04,5832.52,28.66,Delivery Truck,Jumbo Drum
13923,C248,Richard,7/8/2020,7/10/2020,2,High,SKU1109,28,200.97,0.08,5176.99,15.59,Delivery Truck,Jumbo Drum
28165,C310,John,7/9/2020,7/11/2020,2,Not Specified,SKU415,2,10.91,0.05,20.73,2.99,Regular Air,Small Box
58368,C242,Richard,7/9/2020,7/11/2020,2,High,SKU152,4,2.08,0,8.32,5.33,Regular Air,Small Box
58368,C242,John,7/9/2020,7/10/2020,1,High,SKU633,39,6.48,0.02,247.67,9.54,Regular Air,Small Box
58368,C242,Richard,7/9/2020,7/9/2020,0,High,SKU910,5,64.98,0.09,295.66,6.88,Express Air,Small Box
24450,C450,Bob,7/9/2020,7/11/2020,2,Critical,SKU326,37,11.97,0.02,434.03,4.98,Regular Air,Small Box
24450,C450,Bob,7/9/2020,7/12/2020,3,Critical,SKU111,41,9.48,0.08,357.59,7.29,Express Air,Small Pack
24450,C450,Bob,7/9/2020,7/11/2020,2,Critical,SKU631,4,5.98,0.03,23.2,5.79,Regular Air,Small Box
2209,C606,Bob,7/9/2020,7/11/2020,2,High,SKU053,27,320.98,0,8666.46,58.95,Delivery Truck,Jumbo Drum
2209,C606,Richard,7/9/2020,7/10/2020,1,High,SKU611,1,4.76,0.02,4.66,0.88,Regular Air,Wrap Bag
2209,C606,Bob,7/9/2020,7/9/2020,0,High,SKU796,42,4.28,0.08,165.38,0.94,Regular Air,Wrap Bag
2209,C606,John,7/9/2020,7/10/2020,1,High,SKU1145,13,125.99,0.1,1474.08,3,Regular Air,Small Box
25569,C284,Richard,7/9/2020,7/11/2020,2,High,SKU614,27,12.28,0.09,301.72,6.47,Regular Air,Small Box
44486,C763,John,7/9/2020,7/12/2020,3,Critical,SKU628,36,5.78,0.09,189.35,4.96,Regular Air,Small Box
52706,C326,Richard,7/9/2020,7/16/2020,7,Low,SKU426,34,28.53,0.02,950.62,1.49,Express Air,Small Box
34822,C563,Bob,7/10/2020,7/11/2020,1,Not Specified,SKU1036,23,43.98,0.04,971.08,1.99,Regular Air,Small Pack
53600,C651,Bob,7/10/2020,7/11/2020,1,Medium,SKU457,8,5.18,0.03,40.2,5.74,Express Air,Small Box
17797,C789,John,7/10/2020,7/12/2020,2,Low,SKU007,10,100.98,0,1009.8,57.38,Delivery Truck,Jumbo Box
17797,C789,John,7/10/2020,7/14/2020,4,Low,SKU475,16,3.69,0.02,57.86,2.5,Regular Air,Small Box
45767,C571,Bob,7/10/2020,7/12/2020,2,High,SKU962,49,16.91,0.05,787.16,6.25,Express Air,Small Box
30403,C261,John,7/10/2020,7/12/2020,2,High,SKU344,41,7.3,0.05,284.34,7.72,Express Air,Small Box
30403,C261,Bob,7/10/2020,7/11/2020,1,High,SKU923,24,161.55,0.09,3528.25,19.99,Regular Air,Small Box
29987,C447,Bob,7/11/2020,7/12/2020,1,Critical,SKU201,22,7.96,0.03,169.87,4.95,Express Air,Small Box
1793,C398,John,7/11/2020,7/11/2020,0,Not Specified,SKU407,36,6.28,0.03,219.3,5.36,Regular Air,Small Box
29985,C319,Richard,7/11/2020,7/13/2020,2,Critical,SKU382,2,8.04,0.06,15.12,8.94,Regular Air,Small Box
36833,C325,Bob,7/11/2020,7/18/2020,7,Low,SKU672,25,6.68,0,167,7.3,Regular Air,Small Box
28228,C523,Bob,7/11/2020,7/12/2020,1,Not Specified,SKU496,5,60.98,0,304.9,19.99,Regular Air,Small Box
14016,C762,Richard,7/11/2020,7/13/2020,2,Low,SKU221,9,124.49,0.05,1064.39,51.94,Delivery Truck,Jumbo Box
50758,C639,John,7/12/2020,7/14/2020,2,Medium,SKU565,17,6.68,0.02,111.29,6.93,Express Air,Small Box
17735,C250,Bob,7/12/2020,7/17/2020,5,Low,SKU361,45,6.81,0.03,297.26,5.48,Regular Air,Small Box
17735,C250,Bob,7/12/2020,7/17/2020,5,Low,SKU854,28,3.78,0.06,99.49,0.71,Regular Air,Wrap Bag
549,C443,Bob,7/12/2020,7/13/2020,1,Critical,SKU643,13,4.98,0.03,62.8,7.44,Regular Air,Small Box
549,C443,John,7/12/2020,7/13/2020,1,Critical,SKU694,5,6.48,0.05,30.78,8.74,Regular Air,Small Box
549,C443,John,7/12/2020,7/12/2020,0,Critical,SKU904,30,38.94,0.05,1109.79,35,Express Air,Large Box
21925,C591,Richard,7/12/2020,7/14/2020,2,Not Specified,SKU1041,3,77.51,0.03,225.55,4,Regular Air,Small Box
41927,C506,Bob,7/13/2020,7/16/2020,3,Not Specified,SKU617,46,48.04,0.02,2165.64,7.23,Express Air,Small Box
14215,C424,Richard,7/13/2020,7/14/2020,1,Medium,SKU559,44,55.48,0.07,2270.24,6.79,Regular Air,Small Box
53378,C551,John,7/13/2020,7/14/2020,1,Medium,SKU1070,50,299.99,0.1,13499.55,11.64,Express Air,Large Box
53378,C551,Bob,7/13/2020,7/14/2020,1,Medium,SKU179,38,33.98,0.06,1213.77,19.99,Regular Air,Small Box
53378,C551,Richard,7/13/2020,7/14/2020,1,Medium,SKU1195,49,55.99,0.04,2633.77,5,Regular Air,Small Pack
5858,C705,Bob,7/13/2020,7/15/2020,2,Not Specified,SKU285,48,50.98,0.02,2398.1,13.66,Regular Air,Small Box
5858,C705,John,7/13/2020,7/15/2020,2,Not Specified,SKU1251,29,205.99,0,5973.71,8.99,Regular Air,Small Box
52325,C598,Richard,7/14/2020,7/14/2020,0,Not Specified,SKU390,23,223.98,0.07,4790.93,15.01,Regular Air,Small Box
53223,C721,John,7/14/2020,7/21/2020,7,Low,SKU443,2,4.24,0.08,7.8,5.41,Regular Air,Small Box
14980,C480,Bob,7/14/2020,7/15/2020,1,Critical,SKU1035,27,31.78,0.03,832.32,1.99,Regular Air,Small Pack
16103,C491,John,7/15/2020,7/17/2020,2,Not Specified,SKU623,31,6.48,0,200.88,6.22,Regular Air,Small Box
16103,C491,John,7/15/2020,7/17/2020,2,Not Specified,SKU814,22,19.84,0.06,410.29,4.1,Regular Air,Wrap Bag
55683,C523,Richard,7/15/2020,7/17/2020,2,High,SKU835,50,3.29,0.02,161.21,1.35,Regular Air,Wrap Bag
55683,C523,John,7/15/2020,7/16/2020,1,High,SKU176,23,51.75,0.02,1166.44,19.99,Regular Air,Small Box
59558,C334,John,7/16/2020,7/19/2020,3,Not Specified,SKU505,34,2.61,0,88.74,0.5,Regular Air,Small Box
9892,C441,John,7/16/2020,7/17/2020,1,Medium,SKU495,50,27.18,0.02,1331.82,8.23,Regular Air,Small Box
24613,C359,John,7/16/2020,7/25/2020,9,Low,SKU1079,16,599.99,0,9599.84,24.49,Regular Air,Large Box
24613,C359,Bob,7/16/2020,7/25/2020,9,Low,SKU714,36,6.48,0.01,230.95,6.6,Regular Air,Small Box
24613,C359,Richard,7/16/2020,7/25/2020,9,Low,SKU814,39,19.84,0.01,766.02,4.1,Regular Air,Wrap Bag
33666,C746,John,7/16/2020,7/18/2020,2,Not Specified,SKU243,17,209.37,0.02,3488.1,69,Regular Air,Large Box
30208,C467,Richard,7/16/2020,7/16/2020,0,Low,SKU1159,46,45.99,0.1,1903.99,4.99,Regular Air,Small Box
46979,C567,John,7/16/2020,7/18/2020,2,Low,SKU1115,30,306.14,0.09,8357.62,26.53,Delivery Truck,Jumbo Drum
46979,C567,Bob,7/16/2020,7/25/2020,9,Low,SKU669,26,4.98,0.05,123.01,5.49,Regular Air,Small Box
30786,C619,Bob,7/16/2020,7/16/2020,0,Medium,SKU811,23,2.78,0.01,63.3,1.34,Regular Air,Wrap Bag
30786,C619,Richard,7/16/2020,7/17/2020,1,Medium,SKU899,4,15.42,0.06,57.98,10.68,Regular Air,Small Box
24039,C692,Bob,7/17/2020,7/19/2020,2,Not Specified,SKU1019,5,40.98,0.1,184.41,1.99,Regular Air,Small Pack
38532,C585,Richard,7/17/2020,7/19/2020,2,High,SKU798,44,2.94,0.07,120.3,0.7,Regular Air,Wrap Bag
42374,C227,Bob,7/17/2020,7/17/2020,0,Critical,SKU1056,21,10.01,0.08,193.39,1.99,Express Air,Small Pack
42374,C227,Bob,7/17/2020,7/18/2020,1,Critical,SKU398,47,16.74,0,786.78,5.08,Regular Air,Small Box
42374,C227,Bob,7/17/2020,7/19/2020,2,Critical,SKU405,11,59.78,0,657.58,10.29,Regular Air,Small Box
45734,C031,Richard,7/17/2020,7/19/2020,2,Critical,SKU774,47,11.66,0.03,531.58,7.95,Express Air,Small Pack
43907,C048,Richard,7/18/2020,7/20/2020,2,Critical,SKU248,42,31.76,0,1333.92,45.51,Delivery Truck,Jumbo Box
53635,C627,Richard,7/18/2020,7/20/2020,2,Not Specified,SKU885,33,3.14,0.08,95.33,1.92,Regular Air,Wrap Bag
11745,C497,Bob,7/19/2020,7/20/2020,1,High,SKU1021,17,40.48,0.06,646.87,19.99,Regular Air,Small Box
25825,C528,Richard,7/19/2020,7/22/2020,3,Not Specified,SKU586,45,10.31,0.02,454.67,1.79,Regular Air,Wrap Bag
25825,C528,Bob,7/19/2020,7/19/2020,0,Not Specified,SKU764,27,5.85,0.06,148.47,2.27,Regular Air,Wrap Bag
14727,C097,Bob,7/19/2020,7/22/2020,3,Medium,SKU235,50,212.6,0.04,10204.8,52.2,Delivery Truck,Jumbo Box
14727,C097,Bob,7/19/2020,7/20/2020,1,Medium,SKU329,33,70.97,0.05,2224.91,3.5,Regular Air,Small Box
34595,C208,John,7/19/2020,7/20/2020,1,Medium,SKU622,12,40.99,0.07,457.45,17.48,Regular Air,Small Box
49927,C587,Richard,7/20/2020,7/20/2020,0,Not Specified,SKU369,26,4.98,0.01,128.19,4.95,Regular Air,Small Box
49927,C587,Richard,7/20/2020,7/22/2020,2,Not Specified,SKU189,28,7.59,0.08,195.52,4,Regular Air,Wrap Bag
49927,C587,John,7/20/2020,7/21/2020,1,Not Specified,SKU862,39,2.18,0.04,81.62,0.78,Regular Air,Wrap Bag
5408,C095,John,7/20/2020,7/27/2020,7,Low,SKU523,20,4.13,0.01,81.77,0.5,Regular Air,Small Box
5408,C095,Richard,7/20/2020,7/29/2020,9,Low,SKU183,11,209.84,0.04,2215.91,21.21,Regular Air,Large Box
6182,C310,Bob,7/21/2020,7/28/2020,7,Low,SKU678,40,6.48,0.04,248.83,6.65,Regular Air,Small Box
6182,C310,Bob,7/21/2020,7/25/2020,4,Low,SKU717,18,6.48,0.04,111.97,7.86,Express Air,Small Box
20807,C415,Bob,7/21/2020,7/23/2020,2,Not Specified,SKU072,39,160.98,0.08,5775.96,30,Delivery Truck,Jumbo Drum
17634,C014,John,7/21/2020,7/21/2020,0,High,SKU047,5,89.99,0.08,413.95,42,Delivery Truck,Jumbo Drum
16098,C588,John,7/21/2020,7/25/2020,4,Low,SKU170,31,14.98,0.06,436.52,8.99,Regular Air,Small Pack
20807,C415,Richard,7/21/2020,7/22/2020,1,Not Specified,SKU1202,16,35.99,0.1,518.26,3.3,Regular Air,Small Pack
11396,C509,Bob,7/21/2020,7/22/2020,1,Critical,SKU419,42,304.99,0.07,11912.91,19.99,Regular Air,Small Box
17091,C433,Richard,7/21/2020,7/22/2020,1,Medium,SKU1174,45,65.99,0,2969.55,5.26,Regular Air,Small Box
16098,C588,Richard,7/21/2020,7/23/2020,2,Low,SKU425,44,24.95,0.09,999,2.99,Regular Air,Small Box
22465,C742,Bob,7/21/2020,7/22/2020,1,Not Specified,SKU039,4,270.98,0.04,1040.56,50,Delivery Truck,Jumbo Drum
41831,C553,Richard,7/21/2020,7/23/2020,2,Not Specified,SKU1110,43,80.97,0.03,3377.26,30.06,Delivery Truck,Jumbo Box
41831,C553,Richard,7/21/2020,7/22/2020,1,Not Specified,SKU731,38,5.28,0.05,190.61,5.66,Regular Air,Small Box
33568,C288,Richard,7/21/2020,7/22/2020,1,Medium,SKU127,10,55.5,0.02,543.9,52.2,Regular Air,Medium Box
33568,C288,Bob,7/21/2020,7/22/2020,1,Medium,SKU960,23,15.51,0.01,353.16,5.8,Express Air,Small Box
40357,C261,John,7/21/2020,7/22/2020,1,Not Specified,SKU281,4,56.96,0.05,216.45,13.22,Regular Air,Small Box
54023,C690,Richard,7/22/2020,7/23/2020,1,Not Specified,SKU406,45,8.85,0.07,370.37,5.6,Regular Air,Small Box
29764,C070,Richard,7/22/2020,7/23/2020,1,Critical,SKU400,10,15.01,0,150.1,8.4,Express Air,Small Box
43556,C678,Richard,7/22/2020,7/27/2020,5,Low,SKU603,31,15.04,0.02,456.92,1.97,Regular Air,Wrap Bag
17218,C172,Bob,7/23/2020,7/25/2020,2,Critical,SKU552,32,5.18,0.06,155.81,2.04,Regular Air,Wrap Bag
57574,C664,Richard,7/23/2020,7/24/2020,1,Critical,SKU215,20,23.99,0.07,446.21,15.68,Delivery Truck,Jumbo Drum
40388,C482,Bob,7/24/2020,7/26/2020,2,Critical,SKU796,17,4.28,0.1,65.48,0.94,Regular Air,Wrap Bag
27201,C684,John,7/25/2020,7/25/2020,0,High,SKU050,10,500.98,0.02,4909.6,26,Delivery Truck,Jumbo Drum
27201,C684,John,7/25/2020,7/25/2020,0,High,SKU252,45,70.89,0.01,3158.15,89.3,Delivery Truck,Jumbo Box
30727,C433,John,7/25/2020,7/27/2020,2,Medium,SKU288,28,41.71,0.07,1086.13,4.5,Express Air,Small Box
5254,C792,Bob,7/25/2020,7/27/2020,2,Not Specified,SKU1155,31,65.99,0.08,1882.03,8.99,Regular Air,Small Box
23174,C327,Richard,7/26/2020,7/28/2020,2,Low,SKU060,16,216.6,0.06,3257.66,64.2,Delivery Truck,Jumbo Drum
23174,C327,John,7/26/2020,8/2/2020,7,Low,SKU944,8,16.74,0.03,129.9,7.04,Regular Air,Small Box
37831,C188,Bob,7/26/2020,7/28/2020,2,Not Specified,SKU1023,30,15.98,0.08,441.05,4,Regular Air,Small Box
32903,C196,Bob,7/26/2020,8/2/2020,7,Low,SKU905,31,15.31,0.07,441.39,8.78,Regular Air,Small Box
11684,C362,Richard,7/27/2020,7/29/2020,2,High,SKU061,8,140.81,0,1126.48,24.49,Regular Air,Large Box
23812,C756,John,7/27/2020,7/27/2020,0,Critical,SKU1109,32,200.97,0.1,5787.94,15.59,Delivery Truck,Jumbo Drum
42982,C107,Bob,7/27/2020,8/5/2020,9,Low,SKU115,12,105.34,0.02,1238.8,24.49,Express Air,Large Box
42982,C107,Richard,7/27/2020,8/1/2020,5,Low,SKU211,42,39.89,0.08,1541.35,3.04,Regular Air,Wrap Bag
11782,C495,Bob,7/28/2020,8/2/2020,5,Low,SKU564,46,4.98,0.02,224.5,4.75,Regular Air,Small Box
11782,C495,Bob,7/28/2020,8/4/2020,7,Low,SKU1227,27,66.99,0.07,1682.12,13.99,Regular Air,Medium Box
49153,C066,Richard,7/28/2020,7/28/2020,0,Medium,SKU069,31,70.98,0.05,2090.36,30,Delivery Truck,Jumbo Drum
16161,C450,Bob,7/28/2020,7/29/2020,1,Medium,SKU1164,49,65.99,0.03,3136.5,4.2,Regular Air,Small Box
16161,C450,Bob,7/28/2020,7/30/2020,2,Medium,SKU854,38,3.78,0.03,139.33,0.71,Regular Air,Wrap Bag
55813,C201,John,7/28/2020,7/28/2020,0,Low,SKU206,39,70.71,0.08,2537.07,37.58,Regular Air,Wrap Bag
59234,C538,John,7/29/2020,8/2/2020,4,Low,SKU320,32,177.98,0.04,5467.55,0.99,Regular Air,Small Box
59234,C538,Richard,7/29/2020,8/3/2020,5,Low,SKU038,16,50.98,0.04,783.05,14.19,Delivery Truck,Jumbo Drum
5699,C690,Richard,7/29/2020,8/3/2020,5,Low,SKU513,2,4.13,0.01,8.18,0.99,Regular Air,Small Box
5699,C690,John,7/29/2020,8/3/2020,5,Low,SKU958,41,14.98,0.09,558.9,7.69,Express Air,Small Box
20932,C627,Bob,7/29/2020,7/31/2020,2,High,SKU737,38,3.26,0.02,121.4,1.86,Regular Air,Wrap Bag
36864,C755,John,7/29/2020,7/31/2020,2,Low,SKU833,9,6.08,0.05,51.98,0.91,Regular Air,Wrap Bag
44423,C579,John,7/29/2020,7/30/2020,1,Critical,SKU144,39,6.28,0.08,225.33,5.29,Regular Air,Small Box
40901,C204,John,7/29/2020,7/31/2020,2,Medium,SKU973,40,6.6,0.02,258.72,4.07,Regular Air,Small Pack
40901,C204,Bob,7/29/2020,7/31/2020,2,Medium,SKU1147,22,155.99,0.02,3363.14,8.08,Express Air,Small Box
26310,C567,John,7/29/2020,7/31/2020,2,Not Specified,SKU467,5,15.67,0.05,74.43,1.39,Regular Air,Small Box
26310,C567,Bob,7/29/2020,7/30/2020,1,Not Specified,SKU684,19,5.98,0.09,103.39,5.14,Regular Air,Small Box
52678,C396,Richard,7/29/2020,7/31/2020,2,High,SKU966,3,20.98,0.06,59.16,53.03,Delivery Truck,Jumbo Drum
16352,C479,John,7/30/2020,8/1/2020,2,Medium,SKU678,16,6.48,0.03,100.57,6.65,Regular Air,Small Box
26469,C062,Richard,7/30/2020,8/1/2020,2,Medium,SKU418,4,1889.99,0.03,7333.16,19.99,Regular Air,Small Box
26469,C062,Bob,7/30/2020,7/31/2020,1,Medium,SKU565,50,6.68,0.04,320.64,6.93,Regular Air,Small Box
27616,C730,Richard,7/30/2020,8/1/2020,2,Low,SKU1076,3,199.99,0.09,545.97,24.49,Regular Air,Large Box
11808,C773,Bob,7/31/2020,8/1/2020,1,Not Specified,SKU251,1,150.98,0.06,141.92,39.25,Delivery Truck,Jumbo Box
56384,C718,John,7/31/2020,8/1/2020,1,Critical,SKU310,47,4.48,0.04,202.14,49,Regular Air,Large Box
56384,C718,John,7/31/2020,8/2/2020,2,Critical,SKU228,29,218.75,0.08,5836.25,69.64,Delivery Truck,Jumbo Box
2562,C166,Richard,7/31/2020,8/3/2020,3,Critical,SKU992,28,2.12,0.02,58.17,1.99,Regular Air,Small Pack
2562,C166,Bob,7/31/2020,8/2/2020,2,Critical,SKU589,6,11.34,0.08,62.6,11.25,Regular Air,Small Box
2562,C166,John,7/31/2020,8/1/2020,1,Critical,SKU620,17,48.91,0.04,798.21,5.81,Express Air,Small Box
11431,C264,Richard,8/1/2020,8/3/2020,2,High,SKU597,5,8.01,0.09,36.45,2.87,Regular Air,Wrap Bag
11431,C264,John,8/1/2020,8/2/2020,1,High,SKU1251,8,205.99,0.1,1483.13,8.99,Regular Air,Small Box
47399,C633,Bob,8/1/2020,8/1/2020,0,Low,SKU450,26,5.28,0,137.28,2.99,Regular Air,Small Box
13988,C504,Richard,8/1/2020,8/2/2020,1,Not Specified,SKU145,34,4.95,0.01,166.62,5.32,Regular Air,Small Box
13988,C504,Richard,8/1/2020,8/2/2020,1,Not Specified,SKU958,39,14.98,0,584.22,7.69,Regular Air,Small Box
13988,C504,Bob,8/1/2020,8/2/2020,1,Not Specified,SKU326,18,11.97,0.04,206.84,4.98,Express Air,Small Box
31302,C377,Bob,8/1/2020,8/3/2020,2,High,SKU1065,41,115.79,0.04,4557.49,1.99,Regular Air,Small Pack
